标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
PVC弯头	品牌：公元；规格：75；材质：PVC		工程材料/PVC管件	个	公元75pvc弯头	C	角度/压力等级缺失，可能影响PVC弯头SKU区分
PVC直通	品牌：公元；规格：75；材质：PVC		工程材料/PVC管件	个	公元75pvc直通	A	
草帽	类型：草帽		劳保耗材/防晒用品	个	草帽	B	尺寸/款式缺失，按普通草帽候选
尼龙绳	直径：14mm；材质：尼龙		吊装索具/绳索	米	∅14尼龙绳	B	承载/编织结构缺失，按直径和材质候选
高强度螺丝	强度等级：12.9级；规格：10*150		五金备件/紧固件	套	12.9级 10*150螺丝	C	原始规格未明确是否为M10；表面处理缺失
扎带	规格：10*400		电气材料/扎带	包	10*400扎带	B	材质/每包数量缺失，按规格候选
扎带	规格：10*500		电气材料/扎带	包	10*500扎带	B	材质/每包数量缺失，按规格候选
焊工手套	用途：电焊防护		劳保耗材/手套	双	电焊手套	B	材质/长度缺失，按焊工手套候选
闭门器	规格：大号		五金备件/门窗五金	个	闭门器大	B	承重/安装方式缺失，按大号闭门器候选
路锥	高度：1米		安全设施/交通标识	个	路锥1米	B	材质/反光等级缺失，按高度候选
小便器感应器	材质：铜；用途：小便器		工程材料/洁具配件	套	铜小便器感应器	C	电源方式/规格缺失，无法区分感应器SKU
黑模板	尺寸：1.22*2.44；厚度：3.0；颜色：黑		建筑材料/模板木方	张	1.22*2.44*3.0黑模板	B	尺寸/厚度单位未明，按原规格保留
一位开关	位数：1位；含底座：是		电气材料/开关	套	1位开关带底座	C	额定电流/品牌/明装或暗装缺失，可能影响开关SKU区分
PVC直通	品牌：公元；规格：75；材质：PVC		工程材料/PVC管件	个	公元75直通	A	
漏电断路器	品牌：施耐德；极数：2P；电流：C40A		电气材料/低压电器	个	施耐德2PC40A漏电	B	型号/漏电动作电流缺失，按品牌极数和电流候选
推进泵加长弯头	加工定做：是；适用设备：推进泵；规格：189；特征：加长大弯头		定制件/设备备件	套	加工定做推进泵189加长大弯头	C	定制件图纸/材质/接口缺失，需按设备备件复核
蒸饭柜	品牌：荣事达；层数：8层；功能：智能		设备/厨房设备	台	8层荣事达智能蒸饭柜	B	输入单位“个”规范为“台”；功率/电压/容量缺失
吊带	载荷：5T；长度：6米		吊装索具/吊带	付	5T*6米吊带	A	
吊带	载荷：5T；长度：3米		吊装索具/吊带	付	5T*3米吊带	A	
吊带	载荷：3T；长度：3米		吊装索具/吊带	付	3T*3米吊带	A	
接触器	品牌：施耐德；用途：行车；电流：80A		电气材料/低压电器	个	施耐德行车接触器80A	C	型号/线圈电压缺失，无法区分接触器SKU
合金钻头	材质：合金；直径：6mm		工具器具/工具配件	个	合金钻头6厘	A	
合金钻头	材质：合金；直径：8mm		工具器具/工具配件	个	合金钻头8厘	A	
合金钻头	材质：合金；直径：10mm		工具器具/工具配件	个	合金钻头10厘	A	
合金钻头	材质：合金；直径：12mm		工具器具/工具配件	个	合金钻头12厘	A	
合金钻头	材质：合金；直径：14mm		工具器具/工具配件	个	合金钻头14厘	A	
合金钻头	材质：合金；直径：16mm		工具器具/工具配件	个	合金钻头16厘	A	
尼龙绳	直径：18mm；材质：尼龙		吊装索具/绳索	米	18尼龙绳	B	承载/编织结构缺失，按直径和材质候选
地坪漆面漆固化剂	用途：地坪漆面漆固化剂		化工耗材/涂料辅料	KG	地坪漆面漆固化剂	C	品牌/配比/包装缺失，无法区分配套固化剂SKU
地坪漆底漆	品牌/系列：好地坪漆；类型：底漆		化工耗材/涂料	桶	好地坪漆底漆	C	包装重量/颜色/配套体系缺失，可能影响地坪漆SKU区分
地坪漆底漆固化剂	用途：地坪漆底漆固化剂		化工耗材/涂料辅料	KG	地坪漆底漆固化剂	C	品牌/配比/包装缺失，无法区分配套固化剂SKU
