标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
欧标转换插头	标准：欧标；孔位：5孔；功能：带USB		电气/插头插座	只	5孔带USB欧标转换插头	B	额定电流/USB输出参数缺失
劳动车轮胎套件	适配对象：劳动车；套件组成：车轮+实心车胎		搬运工具/手推车配件	套	劳动车轮+实心车胎	C	轮径/轴孔尺寸缺失，无法稳定区分轮胎套件SKU
实木方桌	材质：实木；类型：方桌		行政后勤/家具用品	张	实木方桌	C	尺寸/表面处理缺失，无法稳定区分方桌SKU
B型槽钢	型号：B型；规格：10#		金属材料/型材	米	10#B型槽钢	B	材质/执行标准缺失
镀锌弯头	表面处理：镀锌；规格：6分；类型：弯头		管件/镀锌管件	只	镀锌弯头6分	C	角度/压力等级缺失，会影响弯头SKU区分
镀锌内丝直接	表面处理：镀锌；连接：内丝；规格：6分		管件/镀锌管件	只	镀锌内丝直接6分	B	材质/压力等级缺失
镀锌三通	表面处理：镀锌；规格：6分；类型：三通		管件/镀锌管件	只	镀锌三通6分	B	材质/压力等级缺失
镀锌角钢	表面处理：镀锌；规格：40*40		金属材料/型材	米	镀锌角铁40*40	C	厚度/材质/执行标准缺失，会影响角钢SKU区分
碳钢焊条	品牌：大西洋；型号：422；直径：3.2		焊接材料/焊条	箱	大西洋422型3.2焊条	B	每箱重量/执行标准缺失
安全绳	直径：Φ16		安全防护/安全绳	米	安全绳Φ16	C	材质/承载/认证标准缺失，安全防护用品关键规格不足
高强度螺丝套件	强度等级：8.8；规格：M16*70；套件组成：平垫+弹垫		紧固件/螺丝套件	套	8.8级m16*70螺丝带平 弹垫	C	头型/是否含螺母/表面处理缺失，会影响螺丝套件SKU区分
开口铜鼻子	类型：开口；材质：铜；电流：300A		电气/接线端子	只	开口铜鼻子300A	B	适配线径/镀层缺失
开口铜鼻子	类型：开口；材质：铜；电流：200A		电气/接线端子	只	开口铜鼻子200A	B	适配线径/镀层缺失
开口铜鼻子	类型：开口；材质：铜；电流：100A		电气/接线端子	只	开口铜鼻子100A	B	适配线径/镀层缺失
铜接头	材质：铜；适配线径：150平方		电气/接线端子	只	铜接头150平方	C	类型/孔径/镀层缺失，无法稳定区分铜接头SKU
铜接头	材质：铜；适配线径：120平方		电气/接线端子	只	铜接头120平方	C	类型/孔径/镀层缺失，无法稳定区分铜接头SKU
铜接头	材质：铜；适配线径：95平方		电气/接线端子	只	铜接头95平方	C	类型/孔径/镀层缺失，无法稳定区分铜接头SKU
铜接头	材质：铜；适配线径：70平方		电气/接线端子	只	铜接头70平方	C	类型/孔径/镀层缺失，无法稳定区分铜接头SKU
对讲机	品牌：小米；型号：二代		通讯设备/对讲机	部	小米二代对讲机	B	频段/功率缺失；提示与同类候选可合并
水泥钉	长度：40mm		紧固件/钉类	盒	水泥钉40mm	C	直径/每盒数量缺失，无法稳定区分水泥钉SKU
起重滑轮钩	品牌：沪工；额定载荷：1T		吊装索具/滑轮钩	只	沪工起重滑轮钩1T	C	轮数/安全认证缺失，吊装用品关键规格不足
浮球阀	配线长度：10m		阀门/液位控制阀	套	浮球阀带10m线	C	名称与带线规格存在阀/液位开关歧义；口径/电压/材质缺失
下水裤	尺码：44码		劳保用品/防水服	套	下水裤44码	C	材质/筒高缺失，无法稳定区分下水裤SKU
铝合金快速接头	材质：铝合金；公称通径：DN50		管件/快速接头	套	铝合金快速接头DN50	C	接口形式/压力等级缺失，会影响快速接头SKU区分
防爆耐磨水带	特性：防爆耐磨；公称通径：DN50		安全消防/水带	米	防爆耐磨水带DN50	C	压力等级/材质/接口缺失，会影响水带SKU区分
塑壳断路器	品牌：常熟；型号：CM3E-630-3300		电气/断路器	只	常熟断路器CM3E-630-3300	B	极数/额定电流脱扣参数需确认
LED声光报警器	光源：LED；电压：24V		电气/报警器	只	LED声光报警器24V	C	声级/安装方式/防护等级缺失，会影响报警器SKU区分
电源转换器	输入：24V；输出：12V；电流：2A		电气/电源模块	只	电源转换器24V转12V2A	B	功率/接口/防护等级缺失
透明收纳箱	颜色/透明度：透明；容量：80L		行政后勤/收纳用品	个	透明收纳箱80L	C	尺寸/材质缺失，无法稳定区分收纳箱SKU
设备维修保养记录本	用途：设备维修保养记录		办公用品/记录本	本	设备维修保养记录本	C	页数/规格缺失，无法稳定区分记录本SKU
