current_top_category	current_material_family	sku_count	target_top_category	target_second_layer_family	decision	confidence	manual_judgment	next_action	examples
紧固件与连接件	水泥钉	2	紧固件与连接件	钉类	合并	高	水泥钉属于钉入式固定件，不应单独作为第二层族。	合并到钉类，第三层保留水泥钉并补长度、包装数量等规格。	MAT-CEM-000009 水泥钉；MAT-CEM-000017 水泥钉
紧固件与连接件	铁钉	2	紧固件与连接件	钉类	合并	高	铁钉属于钉入式固定件，目标二级族钉类承接。	合并到钉类，第三层保留铁钉并补长度、材质、包装数量。	SPARE-000001 铁钉；SPARE-000053 铁钉
紧固件与连接件	钢钉	1	紧固件与连接件	钉类	合并	高	钢钉属于钉入式固定件，材质不应形成第二层族。	合并到钉类，第三层保留钢钉，材质进入SKU属性。	METAL-000116 钢钉
紧固件与连接件	钢筋接驳器	1	紧固件与连接件	扣件/连接件	合并	高	钢筋接驳器是钢筋连接件，目标扣件/连接件示例已覆盖接驳器。	合并到扣件/连接件，第三层保留钢筋接驳器并补适配钢筋直径、连接方式、材质。	METAL-000087 钢筋接驳器
紧固件与连接件	钢销	1	紧固件与连接件	销/卡簧	合并	高	钢销是定位或限位类销件，材质不应作为第二层族。	合并到销/卡簧，第三层保留钢销，材质进入规格属性。	METAL-000115 钢销
紧固件与连接件	角码	1	紧固件与连接件	扣件/连接件	合并	高	角码是构件连接用五金件，目标扣件/连接件包含角码。	合并到扣件/连接件，第三层保留角码并补材质、形状、孔位、尺寸。	METAL-000085 角码
紧固件与连接件	卡簧	1	紧固件与连接件	销/卡簧	合并	高	卡簧属于限位类标准件，目标二级族销/卡簧已明确承接。	合并到销/卡簧，第三层保留卡簧并补规格、材质、结构形式。	SPARE-000081 卡簧
紧固件与连接件	开口销	1	紧固件与连接件	销/卡簧	合并	高	开口销属于销类定位或防脱标准件，目标销/卡簧承接。	合并到销/卡簧，第三层保留开口销并补直径、长度、材质。	MAT-000217 开口销
紧固件与连接件	热水器挂钩	1	紧固件与连接件	扣件/连接件	合并	中	热水器挂钩是安装固定用挂钩，不是吊装吊钩；目标扣件/连接件包含挂钩类连接件。	合并到扣件/连接件，第三层保留热水器挂钩，采购前确认适配对象和承重。	MAT-000020 热水器挂钩
紧固件与连接件	山型卡	1	紧固件与连接件	扣件/连接件	合并	高	山型卡用于模板或构件连接固定，属于连接件而非独立二级族。	合并到扣件/连接件，第三层保留山型卡并补规格、材质、适配对象。	CONST-000021 山型卡
紧固件与连接件	止水蝴蝶扣	1	紧固件与连接件	扣件/连接件	合并	中	止水蝴蝶扣是施工连接或固定小件，当前信息不足以独立成族，且不属于吊装蝴蝶扣。	暂合并到扣件/连接件，采购前复核用途、材质和适配场景。	MAT-000049 止水蝴蝶扣
紧固件与连接件	S型挂钩	1	紧固件与连接件	扣件/连接件	合并	中	S型挂钩是通用挂接件，目标扣件/连接件包含挂钩；需避免和吊装吊钩混用。	合并到扣件/连接件，第三层保留S型挂钩，采购前确认承重和用途。	MAT-000111 S型挂钩
吊装索具	吊带	27	吊装索具	吊带/吊装带	合并	高	当前旧族为不同载荷和长度的柔性吊带，目标二级族统一为吊带/吊装带。	合并到吊带/吊装带，第三层按扁平吊带、环形吊带、吊装带等名称治理。	MAT-000016 吊带；MAT-000034 吊带；MAT-000035 吊带；MAT-000036 吊带
吊装索具	卸扣	24	吊装索具	卸扣/卡环	合并	高	当前旧族主要是卸扣和弓形卸扣，属于吊装连接卸扣。	合并到卸扣/卡环，第三层区分卸扣、弓形卸扣、D型卸扣等。	MAT-000017 卸扣；MAT-000018 卸扣；MAT-000019 弓形卸扣；MAT-000047 卸扣
吊装索具	钢丝绳	11	吊装索具	钢丝绳	保留	高	当前旧族为钢丝绳本体，包含不锈钢钢丝绳等材质变体，目标二级族一致。	保留为钢丝绳，第三层补直径、结构、长度、破断拉力和表面处理。	METAL-000023 钢丝绳；METAL-000036 钢丝绳；METAL-000049 不锈钢钢丝绳；METAL-000091 钢丝绳
吊装索具	花篮螺丝	7	吊装索具	花篮螺丝/紧线器（候选）	复核	中	花篮螺丝是索具拉紧调节件，不是普通紧固螺丝；现有吊装索具目标族没有准确承接。	建议新增花篮螺丝/紧线器候选族；新增前人工复核，不并入紧固件螺丝/螺栓。	FAST-000005 花篮螺丝；FAST-000010 花篮螺丝；FAST-000060 花篮螺丝；FAST-000061 花篮螺丝
吊装索具	葫芦	5	吊装索具	葫芦/起重工具	合并	高	当前旧族为手扳葫芦、手拉葫芦，属于小型起重工具。	合并到葫芦/起重工具，第三层区分手拉葫芦、手扳葫芦等。	MAT-000090 手扳葫芦；MAT-000105 手扳葫芦；MAT-000113 手拉葫芦；MAT-000114 手拉葫芦
吊装索具	尼龙绳	5	吊装索具	牵引捆绑绳链（候选）	复核	中	尼龙绳用于牵引、捆绑或现场临时固定的可能性较高，现有吊装索具目标族没有普通绳索承接。	建议新增牵引捆绑绳链候选族；采购前补直径、材质、承载和用途。	MAT-000031 尼龙绳；MAT-000037 尼龙绳；MAT-000082 尼龙绳；MAT-000091 尼龙绳
吊装索具	吊钩	3	吊装索具	吊钩/吊具	合并	高	当前旧族为吊钩保险卡、吊钩保险扣等吊钩相关吊装连接件。	合并到吊钩/吊具，第三层区分吊钩、吊钩保险扣等。	MAT-000030 吊钩保险卡；MAT-000207 吊钩保险扣；MAT-000208 吊钩保险扣
吊装索具	钢丝绳夹	3	吊装索具	钢丝绳	合并	高	钢丝绳夹是钢丝绳配套夹扣，目标钢丝绳二级族定义已包含钢丝绳夹。	合并到钢丝绳，第三层保留钢丝绳夹、钢丝绳卡扣、夹头等。	METAL-000024 钢丝绳卡扣；METAL-000037 钢丝绳夹头；METAL-000092 钢丝绳夹
吊装索具	钢板起重钳	2	吊装索具	吊钩/吊具	合并	高	钢板起重钳是专用起重夹具，属于吊具口径。	合并到吊钩/吊具，第三层保留钢板起重钳并补额定载荷和适用板厚。	METAL-000076 钢板起重钳；METAL-000077 钢板起重钳
吊装索具	鸭嘴吊具	2	吊装索具	吊钩/吊具	合并	高	鸭嘴吊具是专用吊具，目标二级族吊钩/吊具可承接。	合并到吊钩/吊具，第三层保留鸭嘴吊具并补载荷和适用对象。	MAT-000072 鸭嘴吊具；MAT-000108 鸭嘴吊具
吊装索具	吊包	1	吊装索具	吊带/吊装带	合并	高	吊包属于柔性吊装承载用品，目标吊带/吊装带定义包含吊包。	合并到吊带/吊装带，第三层保留吊包并补材质、尺寸、载荷。	MAT-000180 吊包
吊装索具	吊车垫块	1	施工机具设备	支垫件/垫块（候选）	移出	中	吊车垫块是吊车支腿承载支垫件，不是吊装索具连接件、吊具或起重工具本体。	移出吊装索具，建议在施工机具设备或工程周转辅材下新增支垫件/垫块候选族。	MAT-000190 吊车垫块
吊装索具	吊环	1	吊装索具	吊钩/吊具	合并	中	旋转吊环是吊装吊点或吊具附件，现有目标表没有吊环独立族。	暂合并到吊钩/吊具；若吊环、吊点、吊耳数量增加，再评估新增吊环/吊点族。	MAT-000023 旋转吊环
吊装索具	吊装袋	1	吊装索具	吊带/吊装带	合并	高	吊装袋属于柔性吊装承载用品，目标吊带/吊装带定义已包含吊装袋。	合并到吊带/吊装带，第三层保留吊装袋并补材质、尺寸、载荷。	MAT-000142 吊装袋
吊装索具	钢丝绳铝扣	1	吊装索具	钢丝绳	合并	高	钢丝绳铝扣是钢丝绳扣压配套件，目标钢丝绳族可承接。	合并到钢丝绳，第三层保留钢丝绳铝扣并补适配直径、材质、扣压方式。	METAL-000042 钢丝绳铝扣
吊装索具	蝴蝶扣	1	吊装索具	卸扣/卡环	合并	高	蝴蝶扣是吊装连接扣件，目标卸扣/卡环包含蝴蝶扣。	合并到卸扣/卡环，第三层保留蝴蝶扣并补载荷、规格、材质。	MAT-000122 蝴蝶扣
吊装索具	蝴蝶扣子母环	1	吊装索具	卸扣/卡环	合并	中	蝴蝶扣子母环是吊装连接环扣类配件，目标卸扣/卡环可暂承接。	合并到卸扣/卡环，第三层保留蝴蝶扣子母环，采购前确认承载和连接方式。	MAT-000212 蝴蝶扣子母环
吊装索具	卷扬机	1	吊装索具	葫芦/起重工具	合并	高	卷扬机是起重牵引工具，目标葫芦/起重工具示例已包含卷扬机。	合并到葫芦/起重工具，第三层保留卷扬机并补载荷、功率、钢丝绳容量。	MAT-000046 卷扬机
吊装索具	卡环	1	吊装索具	卸扣/卡环	合并	高	卡环属于吊装连接件，目标二级族卸扣/卡环明确包含卡环。	合并到卸扣/卡环，第三层保留卡环并补规格、载荷、材质。	MAT-000070 卡环
吊装索具	锰钢链条	1	吊装索具	牵引捆绑绳链（候选）	复核	中	锰钢链条可能用于起重、牵引或捆绑，现有吊装索具目标表没有链条二级族。	建议纳入牵引捆绑绳链候选族，采购前确认承载、链径、用途和是否起重专用。	METAL-000130 锰钢链条
吊装索具	起重滑轮钩	1	吊装索具	吊钩/吊具	合并	高	起重滑轮钩是带吊钩的起重吊具或吊点部件，归吊钩/吊具更合适。	合并到吊钩/吊具，第三层保留起重滑轮钩并补载荷、滑轮规格、品牌型号。	MAT-000249 起重滑轮钩
吊装索具	起重链条调节器	1	吊装索具	牵引捆绑绳链（候选）	复核	中	起重链条调节器是链条调节或张紧附件，现有目标族没有链条调节件承接。	建议纳入牵引捆绑绳链候选族，采购前确认适配链条、载荷和使用场景。	MAT-000211 起重链条调节器
焊接切割	焊条	11	焊接切割	焊材	合并	高	焊条是典型焊接材料，目标二级族焊材承接焊条、焊丝、碳棒等。	合并到焊材，第三层保留焊条并补牌号、直径、材质、包装重量。	WELD-000004 焊条；WELD-000011 焊条；WELD-000012 焊条；WELD-000013 焊条
焊接切割	电焊钳	6	焊接切割	焊割工具	合并	高	电焊钳是焊接作业专用夹持工具，目标焊割工具包含电焊钳。	合并到焊割工具，第三层保留电焊钳并补额定电流、规格、绝缘等级。	WELD-000008 电焊钳；WELD-000009 电焊钳；WELD-000014 电焊钳；WELD-000040 电焊钳
焊接切割	焊丝	3	焊接切割	焊材	合并	高	焊丝和药芯焊丝均为焊接材料，不应单独作为第二层族。	合并到焊材，第三层保留焊丝、药芯焊丝并补牌号、直径、包装重量。	WELD-000001 耐磨焊丝；WELD-000039 药芯焊丝；WELD-000045 药芯焊丝
焊接切割	氧气减压表	3	焊接切割	气体减压附件	合并	高	氧气减压表属于焊割气体减压和压力显示附件，目标气体减压附件承接。	合并到气体减压附件，第三层保留氧气减压表并补压力范围、接口规格。	WELD-000017 氧气减压表；WELD-000022 氧气减压表；WELD-000055 氧气减压表
焊接切割	乙炔减压表	3	焊接切割	气体减压附件	合并	高	乙炔减压表属于焊割气体减压和压力显示附件，目标气体减压附件承接。	合并到气体减压附件，第三层保留乙炔减压表并补压力范围、接口规格。	WELD-000016 乙炔减压表；WELD-000042 乙炔减压表；WELD-000046 乙炔减压表
焊接切割	二保焊机分流器	2	焊接切割	焊机配件	合并	高	二保焊机分流器是焊机或焊枪配套部件，不属于焊材或焊割工具本体。	合并到焊机配件，第三层保留二保焊机分流器并补适配机型、材质、规格。	WELD-000057 二保焊机分流器；WELD-000058 二保焊机分流器
焊接切割	二氧化碳减压表	2	焊接切割	气体减压附件	合并	高	二氧化碳减压表属于焊接保护气减压附件，目标气体减压附件承接。	合并到气体减压附件，第三层保留二氧化碳减压表并补压力范围、接口规格。	WELD-000015 二氧化碳减压表；WELD-000021 二氧化碳减压表
焊接切割	割枪	2	焊接切割	焊割工具	合并	高	割枪是焊割作业专用工具，目标焊割工具包含割枪。	合并到焊割工具，第三层保留割枪并补型号、接口、适配气体。	WELD-000005 割枪；WELD-000054 割枪
焊接切割	割嘴	2	焊接切割	焊割工具	合并	高	割嘴是气割作业工具端部耗件，目标焊割工具包含割嘴。	合并到焊割工具，第三层保留割嘴并补型号、规格、适配气体。	WELD-000006 割嘴；WELD-000065 割嘴
焊接切割	喷火枪	2	焊接切割	焊割工具	合并	高	喷火枪是焊割或加热作业专用工具，目标焊割工具包含喷火枪。	合并到焊割工具，第三层保留喷火枪并补燃气类型、接口、规格。	WELD-000023 喷火枪；TOOL-000268 喷火枪
焊接切割	碳棒	2	焊接切割	焊材	合并	高	碳棒是碳弧气刨或焊割相关消耗材料，目标焊材包含碳棒。	合并到焊材，第三层保留碳棒并补直径、长度、材质、包装数量。	WELD-000007 碳棒；WELD-000049 碳棒
焊接切割	不锈钢割枪	1	焊接切割	焊割工具	合并	高	不锈钢割枪本质是割枪，材质不应形成第二层族。	合并到焊割工具，第三层保留割枪，材质进入SKU属性。	WELD-000060 不锈钢割枪
焊接切割	导电嘴	1	焊接切割	焊机配件	合并	高	导电嘴是焊机或焊枪配套耗件，目标焊机配件示例已覆盖。	合并到焊机配件，第三层保留导电嘴并补适配机型、孔径、材质。	WELD-000020 导电嘴
焊接切割	地线夹	1	焊接切割	焊机配件	合并	中	地线夹通常是电焊回路线夹或焊机附件，不属于普通工具量具。	暂合并到焊机配件，采购前确认是否为焊机地线夹及额定电流。	TOOL-000294 地线夹
焊接切割	等离子割嘴	1	焊接切割	焊机配件	合并	高	等离子割嘴是等离子切割机配套耗件，目标焊机配件定义包含等离子割嘴。	合并到焊机配件，第三层保留等离子割嘴并补型号、适配机型、规格。	WELD-000003 等离子割嘴
焊接切割	电焊机接线夹	1	焊接切割	焊机配件	合并	高	电焊机接线夹是焊机接线或回路配件，不是焊材。	合并到焊机配件，第三层保留接线夹并补额定电流、接口、适配线径。	WELD-000048 电焊机接线夹
焊接切割	电焊机套装	1	焊接切割	焊接设备/焊机（候选）	复核	中	电焊机套装是焊接设备本体或整机套装，不是焊机配件；目标表目前没有焊机整机二级族。	建议新增焊接设备/焊机候选族，或确认电焊机整机是否移入施工机具设备。	WELD-000026 电焊机套装
焊接切割	电焊快速接头	1	焊接切割	焊机配件	合并	高	电焊快速接头用于焊机线缆或焊接回路连接，属于焊机配套件。	合并到焊机配件，第三层保留电焊快速接头并补规格、额定电流、接口。	WELD-000002 电焊快速接头
焊接切割	二保焊绝缘套	1	焊接切割	焊机配件	合并	高	二保焊绝缘套是焊机或焊枪配套绝缘件，目标焊机配件承接。	合并到焊机配件，第三层保留二保焊绝缘套并补适配机型、规格、材质。	WELD-000024 二保焊绝缘套
焊接切割	二氧化碳减压阀总成	1	焊接切割	气体减压附件	合并	高	二氧化碳减压阀总成是保护气减压附件，目标气体减压附件承接。	合并到气体减压附件，第三层保留二氧化碳减压阀总成并补压力范围、接口规格。	TOOL-000333 二氧化碳减压阀总成
焊接切割	割炬	1	焊接切割	焊割工具	合并	高	割炬是焊割作业专用工具，目标焊割工具承接。	合并到焊割工具，第三层保留割炬并补型号、接口、适配气体。	WELD-000018 割炬
焊接切割	焊机地线夹	1	焊接切割	焊机配件	合并	高	焊机地线夹是焊机回路线夹，属于焊机配件。	合并到焊机配件，第三层保留焊机地线夹并补额定电流、线径、夹口规格。	WELD-000063 焊机地线夹
焊接切割	焊机快速接头	1	焊接切割	焊机配件	合并	高	焊机快速接头用于焊机线缆快速连接，属于焊机配套件。	合并到焊机配件，第三层保留焊机快速接头并补额定电流、接口规格。	WELD-000032 焊机快速接头
焊接切割	焊枪线缆套装	1	焊接切割	焊机配件	合并	中	焊枪线缆套装是焊枪或焊机配套组件，不是焊材；但需确认是否包含工具本体。	暂合并到焊机配件，采购前确认套装内容、适配机型、线缆长度。	WELD-000047 焊枪线缆套装
焊接切割	气体软管卡箍	1	焊接切割	气体减压附件	合并	高	气体软管卡箍用于焊割气路软管固定，属于气路附件。	合并到气体减压附件，第三层保留气体软管卡箍并补适配管径、材质、规格。	PIPE-000476 气体软管卡箍
焊接切割	切割嘴	1	焊接切割	焊割工具	合并	高	切割嘴是气割作业工具端部耗件，目标焊割工具承接。	合并到焊割工具，第三层保留切割嘴并补型号、规格、适配气体。	WELD-000019 切割嘴
焊接切割	塑料焊枪	1	焊接切割	焊割工具	合并	中	塑料焊枪是焊接作业工具但工艺较特殊，仍比焊机配件或普通工具更接近焊割工具。	暂合并到焊割工具，采购前补工艺类型、功率、温度范围和适配焊材。	WELD-000025 塑料焊枪
焊接切割	碳弧气刨枪套装	1	焊接切割	焊割工具	合并	高	碳弧气刨枪套装是焊割/气刨作业工具套装，目标焊割工具可承接。	合并到焊割工具，第三层保留碳弧气刨枪套装并补套装内容、规格、适配电流。	TOOL-000272 碳弧气刨枪套装
焊接切割	铜导电嘴	1	焊接切割	焊机配件	合并	高	铜导电嘴本质是导电嘴，材质不应形成第二层族。	合并到焊机配件，第三层保留导电嘴，铜材质进入SKU属性。	WELD-000010 铜导电嘴
焊接切割	氩气减压表	1	焊接切割	气体减压附件	合并	高	氩气减压表属于焊接保护气减压附件，目标气体减压附件承接。	合并到气体减压附件，第三层保留氩气减压表并补压力范围、接口规格。	TOOL-000246 氩气减压表
焊接切割	氧气管接头	1	焊接切割	气体减压附件	合并	高	氧气管接头用于焊割氧气气路连接，属于气路附件。	合并到气体减压附件，第三层保留氧气管接头并补接口、适配管径、材质。	PIPE-000172 氧气管接头
焊接切割	氧气减压阀	1	焊接切割	气体减压附件	合并	高	氧气减压阀属于焊割气体减压附件，目标气体减压附件承接。	合并到气体减压附件，第三层保留氧气减压阀并补压力范围、接口规格。	WELD-000059 氧气减压阀
焊接切割	氧气胶管	1	焊接切割	气体减压附件	合并	高	氧气胶管用于焊割氧气气路输送，目标气体减压附件包含气路附件。	合并到气体减压附件，第三层保留氧气胶管并补长度、内径、耐压、执行标准。	WELD-000043 氧气胶管
焊接切割	氧气软管	1	焊接切割	气体减压附件	合并	高	氧气软管用于焊割氧气气路输送，属于气路附件。	合并到气体减压附件，第三层保留氧气软管并补长度、内径、耐压、执行标准。	PIPE-000472 氧气软管
焊接切割	氧气乙炔管	1	焊接切割	气体减压附件	合并	高	氧气乙炔管用于焊割气体输送，属于气路附件。	合并到气体减压附件，第三层保留氧气乙炔管并补适配气体、长度、内径、耐压。	WELD-000053 氧气乙炔管
焊接切割	乙炔割嘴	1	焊接切割	焊割工具	合并	高	乙炔割嘴是气割作业割嘴，适配气体为乙炔，目标焊割工具承接。	合并到焊割工具，第三层保留乙炔割嘴并补型号、规格、适配气体。	WELD-000031 乙炔割嘴
焊接切割	乙炔检测表	1	焊接切割	气体减压附件	复核	中	乙炔检测表可能是压力检测或气路检测附件，和乙炔减压/压力表口径接近，但名称需要业务确认。	暂归气体减压附件，采购前确认用途、量程、接口和是否为压力表。	WELD-000062 乙炔检测表
焊接切割	乙炔软管	1	焊接切割	气体减压附件	合并	高	乙炔软管用于焊割乙炔气路输送，属于气路附件。	合并到气体减压附件，第三层保留乙炔软管并补长度、内径、耐压、执行标准。	PIPE-000473 乙炔软管
焊接切割	乙炔压力表	1	焊接切割	气体减压附件	合并	高	乙炔压力表属于焊割气体压力显示附件，目标气体减压附件承接。	合并到气体减压附件，第三层保留乙炔压力表并补压力范围、接口规格。	WELD-000066 乙炔压力表
