item_code	type_id	standard_name	mapping_method	mapping_evidence	mapping_status	source_hash
ELEC-000101	MT-967A78F2D748	电线	exact_current_name	单芯电线独立成类。	frozen	d19543fdc22131844258c11cf14ea83246cef8071ff7158f07bd8f5baba9c87f
ELEC-000102	MT-AC69232F3EE7	铜接线端子	detailed_evidence	"{""attributes"": {""material"": ""铜"", ""wire_gauge"": ""4平方""}, ""confidence"": 0.9, ""reason"": ""SKU名称为铜接线端子，适配4平方铜导线，符合铜接线端子定义。""}"	frozen	932ff5b7e33e810d05d38bbbacd5bd25a09e20a4de450319b2715550ba952c76
ELEC-000103	MT-AC69232F3EE7	铜接线端子	detailed_evidence	"{""attributes"": {""material"": ""铜"", ""wire_gauge"": ""6平方""}, ""confidence"": 0.9, ""reason"": ""SKU名称为铜接线端子，适配6平方铜导线，符合铜接线端子定义。""}"	frozen	faaabe9675b56184c5531732caff786205eab46cbbad1f5c31fff8ee398fcb9d
ELEC-000104	MT-7D2FB42EE464	信号电缆	exact_current_name	现有名称即标准类型名称。	frozen	52e9fd5e718b5a1b1fb53787fe582fb354e957e952e7bb0cfa59f4367ba8ec3c
ELEC-000105	MT-77F38575DBC0	电缆	exact_current_name	多芯电力电缆独立成类。	frozen	b3a0e9e5e97030892a68875194beb50e843a850fbf786a9f21a5fcf23f036aca
ELEC-000107	MT-09F580A1E713	底盒	exact_current_name	定义为开关插座安装用底盒，并排除线盒/接线盒，避免与电工辅材族中的线盒重叠。	frozen	93a047aec9a9aa53b9c00d47723bf8c198c7d31863902ee57a6581c96f06f14e
ELEC-000108	MT-56BF399707FC	RJ45水晶头	exact_current_name	水晶头类型稳定，屏蔽/Cat等级作为属性。	frozen	957873d234a309ca996e51563f50ea2ebb9879eeae0edd00ab3623cfae967248
ELEC-000110	MT-8C1B4AD4717F	线管	exact_current_name	与线槽按截面形状区分，边界清晰。	frozen	fbbd892344990ae4cff7377ba9cabaf82854149505b452662863c921d15eda59
ELEC-000111	MT-80FD0107910D	漏电保护器	exact_current_name	原始数据无法可靠区分漏电保护器与漏电断路器是否带过载保护，合并为漏电保护器，过载保护作为可选属性。	frozen	094df3db0eaabb82cc2fa44475d30cb19e493fadc81e134867d31680ddd7bb1b
ELEC-000112	MT-5EDDDBB412E4	排风扇	exact_current_name	现有名称即标准类型名称。	frozen	770ff3a32879363b7f4a39976dbc77681bcd72c6dc999b5eebee1afe9eee878f
ELEC-000113	MT-52E9A8C12AC5	接地线	exact_current_name	现有名称即标准类型名称。	frozen	a995bbb09b4728c7f8171dbbad84d6b30dc838bfddad13d24d98a8105891055a
ELEC-000114	MT-AC69232F3EE7	铜接线端子	exact_current_name	证据中铜鼻子按额定电流或DT型号/线径区分，均为管式铜接线端子；并入铜接线端子可避免与O形冷压端子重叠。	frozen	814877432607a7360df9b64c4c8c18ed17cb090c43267888972834f2b1d46d70
ELEC-000115	MT-AC69232F3EE7	铜接线端子	exact_current_name	证据中铜鼻子按额定电流或DT型号/线径区分，均为管式铜接线端子；并入铜接线端子可避免与O形冷压端子重叠。	frozen	3d170d6d0fd5d4ddba2696a0552657eb866ac271791e8825abb81c9a3588567c
ELEC-000116	MT-AC69232F3EE7	铜接线端子	exact_current_name	证据中铜鼻子按额定电流或DT型号/线径区分，均为管式铜接线端子；并入铜接线端子可避免与O形冷压端子重叠。	frozen	919652ca1cf2fe61e952c2722c752ef490b055c322fcfcd4e408274264509471
ELEC-000117	MT-AC69232F3EE7	铜接线端子	exact_current_name	证据中铜鼻子按额定电流或DT型号/线径区分，均为管式铜接线端子；并入铜接线端子可避免与O形冷压端子重叠。	frozen	2bbc8c8eb0d73b6e35874a7f4a2081b87be1bc4a2d263d5bdfdf9bbe45c3324e
ELEC-000118	MT-F66F2C8BA587	O形冷压端子	exact_current_name	证据中冷压端子均为OT（O形）冷压端子，按结构收窄为O形冷压端子，与管式铜接线端子形成可操作边界。	frozen	29dda3e90a5fc8fb374d33a4d0b1c4855ba014aad20c5a3e838e2879a65ca008
ELEC-000119	MT-F66F2C8BA587	O形冷压端子	exact_current_name	证据中冷压端子均为OT（O形）冷压端子，按结构收窄为O形冷压端子，与管式铜接线端子形成可操作边界。	frozen	89659f3926ab2546001a236ff5cd2318dbd691dd157c0d31ce1d0c28bfae0ef4
ELEC-000120	MT-5B286FCE2E91	插座	exact_current_name	补充输入电压、输出电压、USB输出等字段，使变压USB插座与普通USB插座可正确区分。	frozen	0e14793758c2fe3f88fe2b9b74729106a0ad9795372ccd6eeac346ffe5ecdaba
ELEC-000121	MT-883DA94E8342	电箱锁	exact_current_name	现有名称稳定，无跨类型重叠。	frozen	0988c51c736d34eaed3eee39ded469de67bcea5b4d7ff6670c4c77b283e85e4c
ELEC-000122	MT-967A78F2D748	电线	exact_current_name	单芯电线独立成类。	frozen	c1b87ff9ca731a34f2b1083c6893d8a788e0901df9b209cb06ba6a29d8cdf1bb
ELEC-000124	MT-6BF7BFA0E0B8	电箱罩	exact_current_name	名称稳定，尺寸/材质/特征留在SKU属性。	frozen	ecac9064d496b047e09794c505da0412cdaa15d55eaea296e74464dc9fae5103
ELEC-000125	MT-6BF7BFA0E0B8	电箱罩	exact_current_name	名称稳定，尺寸/材质/特征留在SKU属性。	frozen	adb4b8949f48e62920aa1490eb5a1f065fec89f3441b634c1cf1af24f40c9dfa
ELEC-000127	MT-A215E8ECF13D	时控开关	exact_current_name	按时间程序通断的结构定义清晰，额定参数作为SKU属性。	frozen	b1b1b26c2f61d54bcea414398d4840d1c9084e0c39b744f73f1976a9ceee94af
ELEC-000128	MT-2A3E0393F94F	照明灯	exact_current_name	一般照明灯具独立成类。	frozen	bc331e02c8f82305e233a6ffd1ad591478b4f2e4a223c1f59f9637b8d617c733
ELEC-000129	MT-3790922C006B	配电箱	exact_current_name	现有名称即标准类型名称。	frozen	35c3cac9dc51a4f57e7e77cc9933fae5b1da265b2d70ef84e027b67ed4412ee7
ELEC-000132	MT-39D61542FD5B	压力开关	exact_current_name	以压力信号动作的结构定义清晰，接口/额定参数作为SKU属性。	frozen	574f16843034b46ce8823bc6c1f3d1fbbe83a3a917e98f107ea486e93bdcc55c
ELEC-000134	MT-D674E8A09E94	绝缘胶带	exact_current_name	与自粘带按成膜/密封方式区分，边界清晰。	frozen	8df3ce9c9ffa331ba6cb6592baf1e0fbbd3590399b67ca24171848f16f8d498d
ELEC-000136	MT-F0FA25474A3C	触摸屏	exact_current_name	带显示屏的人机交互终端，型号/品牌作为SKU属性。	frozen	5a97a3b4fb32b2aee9d2ab60a95834a04c950ca3388ca899014af4517a73b727
ELEC-000137	MT-3DD3218D47DD	接地跨接线	exact_current_name	与普通接地线功能不同，独立成类。	frozen	a9c36fa15921cfdc9cb525d785aba1060269a5d33a998bcf6b7481989509e7ba
ELEC-000138	MT-6C33E0A79B78	灯泡	exact_current_name	现有名称即标准类型名称。	frozen	c3e6348712195964316d10e66bc1505949f192783670e6475cda045df1507e61
ELEC-000140	MT-798D6CADF8E3	端子排	exact_current_name	排式组装连接件与单体轨装端子、铜接线端子不同，保留。	frozen	f7c58eb55dba22a75e96b03dbf73075a655cf4c22a805d7e82ac50019601e2ab
ELEC-000142	MT-AC69232F3EE7	铜接线端子	detailed_evidence	"{""attributes"": {""material"": ""铜"", ""wire_gauge"": ""50平方""}, ""confidence"": 0.9, ""reason"": ""SKU名称为铜接线端子，适配50平方铜导线，符合铜接线端子定义。""}"	frozen	8a3334f9b4c7316a4e5ad34aca71bffbcec0c3b90829fe14a6d317d2c7d71c88
ELEC-000144	MT-C04D1CEA6631	插头	exact_current_name	商品结构稳定，类型/额定电流/额定电压/极数作为SKU属性，工业/快速插头通过插头类型属性区分。	frozen	26a2db536e22ceeb0b099cd01f33c564e3a767edf8447e7699d49625798cd63c
ELEC-000145	MT-77F38575DBC0	电缆	exact_current_name	多芯电力电缆独立成类。	frozen	9d8d047dad4dc40dc8822cd1815b2c840fc317b98cc6e02adfdb5d7a127144ea
ELEC-000146	MT-223A975EF429	开关	exact_current_name	商品结构稳定，位数/用途/是否带底座作为SKU属性。	frozen	f511e075fb533f675480975520b3ddf23778da1b9bd490c48a136f692227ae8d
ELEC-000147	MT-94A340FBBBE9	指示灯	exact_current_name	按钮指示灯属于信号指示元件而非操作按钮，与指示灯合并，颜色/安装孔径/电压作为SKU属性。	frozen	6eeb1f9f4cdb42b65abbb7930c6ee53e64eec04090dab8ce712af5434ca25293
ELEC-000148	MT-A119B993C77F	急停按钮	exact_current_name	紧急分断功能与结构明确，开孔尺寸/触点作为SKU属性。	frozen	c692d38598deeb3f1c4a031bd720041c7537f1bc8114bda5c80a86ba70f71c68
ELEC-000149	MT-448156536DBB	声光报警器	exact_current_name	名称稳定，电压和光源属性可覆盖现有SKU。	frozen	6e4de04f7fe638ed901f5105119b9c92a416ec588ef7a35d17cc79c573b401cc
ELEC-000150	MT-6CE0EFC00956	断路器	exact_current_name	不带漏电保护的分断保护电器，极数/额定电流作为SKU属性。	frozen	32573bb85f1b33c88c93134e317150de3a47bc52f170923b39ef0718f7bac241
ELEC-000151	MT-BACA08B14D4F	按钮开关	exact_current_name	按钮操作通断结构明确，颜色/电压/带灯作为SKU属性。	frozen	456c874363477e20577a3995c55513a9ec60492857432e6976e40e61cea00e19
ELEC-000153	MT-02478E6BF285	配电箱壳体	exact_current_name	空壳体与成套配电箱区分，独立成类。	frozen	625de3d31a68f3360048370fc9198ecdd858db9affb078215785f673adef48f1
ELEC-000156	MT-3E7CF719F789	刀开关手柄	exact_current_name	商品结构独立，型号和额定电流作为SKU属性。	frozen	5edeeb8af53d90e8922d81864ed434b0b162ecb0e5fe7dacaa4cfaeaa1840185
ELEC-000157	MT-80E4695971B8	插线板	exact_current_name	移动多位取电结构独立，孔位/线长/额定参数/结构作为SKU属性。	frozen	3327a9fd2af08234852351716cace9c7986dd563a3da52caf64dc8c82ff6d3b2
ELEC-000158	MT-C04D1CEA6631	插头	exact_current_name	商品结构稳定，类型/额定电流/额定电压/极数作为SKU属性，工业/快速插头通过插头类型属性区分。	frozen	0f3cc7dcf847f402ecdecccbec7a4539078dc8f24ad5b5bfc2fc18db651b9395
ELEC-000160	MT-80E4695971B8	插线板	exact_current_name	移动多位取电结构独立，孔位/线长/额定参数/结构作为SKU属性。	frozen	e2ce5f2b9dc77da2f484a0269637c8cdde9c73f0d50ed182ea71bc2cda76f0a9
ELEC-000162	MT-77F38575DBC0	电缆	exact_current_name	多芯电力电缆独立成类。	frozen	a9f8be2d01aef6573f1e8fd96d41cd514bdab8cb7057bf9dec40e9f7aa1a501f
ELEC-000163	MT-B083810EBC72	线槽	exact_current_name	与线管按截面形状区分，边界清晰。	frozen	e2cf49b28b72b5874d98159ef46fa2467196fcd0015c2e160e84a16218cff1c6
ELEC-000164	MT-5B286FCE2E91	插座	exact_current_name	补充输入电压、输出电压、USB输出等字段，使变压USB插座与普通USB插座可正确区分。	frozen	4d94cb2cced9b06727d68e5bb4073cb833740dff4b86523ba1afbea6bbb51766
ELEC-000167	MT-77F38575DBC0	电缆	exact_current_name	多芯电力电缆独立成类。	frozen	e2321988f3021e301af583c5d1499a9b9f4ebe744eab13c3eb00d4748ac85a2a
ELEC-000171	MT-600047A1D5F7	塔灯	exact_current_name	独立灯具类型。	frozen	b8cfddd874368675fb0979e0fa0d61c469a58739dd271e7b68a8eb18c04e2977
ELEC-000172	MT-3790922C006B	配电箱	exact_current_name	现有名称即标准类型名称。	frozen	76167cab4ed4776354fff5e18775706e0b1527722cfe56a2bb1976b0a8a92d99
ELEC-000173	MT-AA7E44AD1FD3	电箱提手	exact_current_name	现有名称稳定，无跨类型重叠。	frozen	13d43e42c711d6b48db0cf225c7af861b9daa4e36c670f098eb179e879b08304
ELEC-000175	MT-3790922C006B	配电箱	exact_current_name	现有名称即标准类型名称。	frozen	bcf7958fc6f44fe8331d3f4483100278da93cbf5e7c062fb9538fc4a6babc115
ELEC-000176	MT-80FD0107910D	漏电保护器	exact_current_name	保留漏电保护器作为标准类型，并明确在证据不足时涵盖漏电断路器。	frozen	b284ad4d20f4bb6d506e9af8bb78d1e8e88bed4cc2bdbd8412531fd77fd98eba
ELEC-000177	MT-80FD0107910D	漏电保护器	exact_current_name	保留漏电保护器作为标准类型，并明确在证据不足时涵盖漏电断路器。	frozen	41638b79587b47884d1d759ac77772dc0535c9d98291fcb08bd109caff6a5912
ELEC-000179	MT-04B3F7D6DC04	接触器	exact_current_name	主电路电磁开关结构独立，线圈电压/额定电流/电流类型作为SKU属性。	frozen	64d7e8d7ffca9a27b2027a5039504b10dd62bfee2e3be33a8e2f696e76e7e24e
ELEC-000180	MT-B59C41CB0799	导轨接线端子	detailed_evidence	"{""attributes"": {""color"": ""灰色"", ""model"": ""UK5N""}, ""confidence"": 0.95, ""reason"": ""SKU名称为接线端子 UK5N 灰色，型号及颜色明确，为导轨接线端子模块。""}"	frozen	b24a48e8f67d0f4c995f743b9c58833df4076abe1dad4f194902d4fa0e5122aa
ELEC-000181	MT-078AEAFF6B3C	航空插头插座套装	exact_current_name	成套工业连接器结构独立，安装方式/芯数/额定参数作为SKU属性。	frozen	3cd125d4793efbed65fb1a159c3a8db1793f373c1347a59eee35d2be9826b796
ELEC-000182	MT-80FD0107910D	漏电保护器	exact_current_name	保留漏电保护器作为标准类型，并明确在证据不足时涵盖漏电断路器。	frozen	6571fab60d85c8316eb2a812661d07be2c4600c3f2228bea5055e2f154a6799f
ELEC-000183	MT-6CE0EFC00956	断路器	exact_current_name	不带漏电保护的分断保护电器，极数/额定电流作为SKU属性。	frozen	f5341e9e870e427d181eb7051be2e6d36cc8b8fca9fae94aa3effef931f8f6aa
ELEC-000184	MT-FADD212521A4	风扇防雨罩组合	exact_current_name	现有名称稳定，无跨类型重叠。	frozen	94e2c576be623fb9b1eadb2924aaa7264ac96464dcbe78143840d65826d6985b
ELEC-000185	MT-B4DD7380CBB8	温控开关	exact_current_name	以温度动作的结构定义清晰，用途/动作温度/额定电压作为SKU属性。	frozen	5c6bcc69452562cc41aaab42b0854a265fbeabef49513a0693a5cafbc2e83d26
ELEC-000186	MT-FEEC30A8A4B3	标识贴	exact_current_name	名称稳定，用途、材质、尺寸留在SKU属性。	frozen	2dc52ba89f0fcfbe22fc36a5736f8af3064109d06a1d99a488914f7ee51eaa1a
ELEC-000187	MT-B59C41CB0799	导轨接线端子	detailed_evidence	"{""attributes"": {""color"": ""黄绿色"", ""model"": ""UK5N""}, ""confidence"": 0.95, ""reason"": ""SKU名称为接线端子 UK5N 黄绿色，型号及颜色明确，为导轨接线端子模块。""}"	frozen	568f6aeeb211b8e665a38edc5ec25ef174a8443a8faa004be29af9d451544eb7
ELEC-000189	MT-67F82BF77FB0	散热风机	exact_current_name	现有名称稳定，无跨类型重叠。	frozen	b95d63bcd2f7c13fa8f758264e77f5ca70fb752ca523f8e04152b736f830b544
ELEC-000190	MT-4EA454719D3D	水下连接器	exact_current_name	现有名称即标准类型名称。	frozen	a4d76458463a98f674ba00f979060051aeea9902268c5d959aa6067086db5a68
ELEC-000191	MT-AAE939707F2D	水下连接器堵头	exact_current_name	连接器配套堵头独立成类。	frozen	4e4869618fea713b7ebfff148b496b5b4f0d00d983700c3d238dde631c3aa85e
ELEC-000192	MT-A47A308921F7	双电源转换器	exact_current_name	主备电源切换结构独立，电压/极数/电流作为SKU属性。	frozen	fc935da2564d6d867da2d7e21ce6274bff015cee2f4c5bd4d51c05ddf03a9673
ELEC-000193	MT-A47A308921F7	双电源转换器	exact_current_name	主备电源切换结构独立，电压/极数/电流作为SKU属性。	frozen	cadabfb23bd2d1568140d4b4db0d337b808c6dab3c47c43ea19d53dbc60d43f7
ELEC-000194	MT-80FD0107910D	漏电保护器	exact_current_name	保留漏电保护器作为标准类型，并明确在证据不足时涵盖漏电断路器。	frozen	4391ecf47e790ac26035c2fd3ca37423b43f29b49627a97f7d5444d64af803c3
ELEC-000195	MT-520816EFED8D	电缆防水接头	exact_current_name	现有名称即标准类型名称。	frozen	aaa4ae46bb74506cb7f732614120cf3c6c35ebd3ac22d805ceea1012e6dcbcfb
ELEC-000196	MT-3790922C006B	配电箱	exact_current_name	现有名称即标准类型名称。	frozen	5ad52fda00eb02b1297e616deb7f8d1a5f629c11744375728b6acea73ff804ea
ELEC-000197	MT-3790922C006B	配电箱	exact_current_name	现有名称即标准类型名称。	frozen	ffb1d11d7b3774f3270a3258cf686f7600c9885d865a6057aaec32a311751659
ELEC-000198	MT-3790922C006B	配电箱	exact_current_name	现有名称即标准类型名称。	frozen	e515f44de121e3a31afbbfb75186916e076c2f3d9a03fa612f2ccd54f9ed2d03
ELEC-000199	MT-94A340FBBBE9	指示灯	exact_current_name	信号指示元件结构稳定，安装孔径/颜色/电压作为SKU属性。	frozen	b9ea342bc37f7f573dd5cd1e9d41d0fba4f576d7e568f88211c2534647a461ec
ELEC-000200	MT-388252DF54DF	电位器	exact_current_name	阻值调节元件结构独立，阻值/型号作为SKU属性。	frozen	b3129ef1902120ec7efecb55f57e8c1fcf9ca36376a2e321768ae3762e8972d5
ELEC-000201	MT-BACA08B14D4F	按钮开关	exact_current_name	按钮操作通断结构明确，颜色/电压/带灯作为SKU属性。	frozen	69c3db09e409050ada207748b57acfdfa5ebf4bd425e25b661aa3538f95c8b5a
ELEC-000202	MT-9F29A6AF13D5	转换开关	exact_current_name	多位置/挡位切换控制电路的结构定义清晰，操作方式/触点挡位作为SKU属性。	frozen	0ef1283b73755678359b4e1d42b5b45ca688c7b17cb2f8ef8115e22165343e96
ELEC-000203	MT-B28ABEE875E5	继电器	exact_current_name	控制回路用小信号切换的开关电器，电压/电流/配置作为SKU属性。	frozen	79792836bed53aa64b1104d89d98bde5c2c4b2682f58180bff74b0e189f05510
ELEC-000204	MT-388252DF54DF	电位器	exact_current_name	阻值调节元件结构独立，阻值/型号作为SKU属性。	frozen	b37e68d59e4c71dd04e63d6437e791a64df5f2bc0e957f941e6f19d46636a918
ELEC-000205	MT-B90BAECA3E7D	管型端子	exact_current_name	无掌部圆柱形压接管结构清晰，保留。	frozen	b52751005d56be8586ded1c8fab49d6135ca6d8005c54b72cf1dc23bd99e2364
ELEC-000207	MT-B90BAECA3E7D	管型端子	exact_current_name	无掌部圆柱形压接管结构清晰，保留。	frozen	729bb43cfa6abb6dc814e52a5bf68cc4123b3bf7c15432125f21328f59695530
ELEC-000208	MT-D3057B7399BA	时间继电器	exact_current_name	延时输出触点动作的继电器结构独立，与普通继电器/时控开关区分。	frozen	df64ea176296ae94a0403fe9c20a3cd1f2b1d5a18779b29f7edd7a2f7106bd11
ELEC-000209	MT-F1696DD2EA78	刀闸推拉杆	exact_current_name	商品结构独立，适配型号和材质作为SKU属性。	frozen	9052131c7abe819dc0242048e2c509c351b300af4a42eea1b8b5abc46a26c4be
ELEC-000212	MT-77F38575DBC0	电缆	exact_current_name	多芯电力电缆独立成类。	frozen	4de44768cd217330dd8f81674239a2383abbf4fa45ccf6c3d24f07ebc379880b
ELEC-000213	MT-4E060FB18F29	扎丝	exact_current_name	现有名称稳定，无跨类型重叠。	frozen	d58485256c3389dde80dba3cebc877505c21bc375bcdb62a29d5e25b4c7c9b12
ELEC-000214	MT-C04D1CEA6631	插头	exact_current_name	商品结构稳定，类型/额定电流/额定电压/极数作为SKU属性，工业/快速插头通过插头类型属性区分。	frozen	f608bffcb3a3fa22806925e8dce5bf22addd698e9bec9ab741b1add4a99af412
ELEC-000215	MT-80E4695971B8	插线板	exact_current_name	移动多位取电结构独立，孔位/线长/额定参数/结构作为SKU属性。	frozen	011387a33c48736f69abd404f470d1b52d7fabd04070b67b3568299b951f403f
ELEC-000216	MT-AC69232F3EE7	铜接线端子	detailed_evidence	"{""attributes"": {""material"": ""铜"", ""wire_gauge"": ""185平方""}, ""confidence"": 0.85, ""reason"": ""SKU名称为铜接线端子，适配185平方铜导线，虽别名含铜接头，但主体名称指向铜接线端子。""}"	frozen	c9caad1c46ffe0a0e0d760a29aa490d4544800ccc99722e3d63a6e4065a79909
ELEC-000217	MT-4F811188E2CE	自粘带	exact_current_name	与绝缘胶带按成膜/密封方式区分，边界清晰。	frozen	6be3b6c810f2d8efd61521478cd98c02f7cff114b0c304b97d37b357fd830c01
ELEC-000218	MT-888097D447F8	接地桩	exact_current_name	现有名称稳定，无跨类型重叠。	frozen	73a36f6b416afe2140b07fc0127b8e076cccc779a6331696704c7e66a8602c8a
ELEC-000219	MT-52E9A8C12AC5	接地线	exact_current_name	现有名称即标准类型名称。	frozen	e2f9291766dff24cd48118165b90c486b639db916cacb2f5c5a9946925017c4d
ELEC-000222	MT-5B286FCE2E91	插座	exact_current_name	补充输入电压、输出电压、USB输出等字段，使变压USB插座与普通USB插座可正确区分。	frozen	27545cf130c66e14f829617957e62d321a713f2fcb1d9ff686c6cf6d67fb639c
ELEC-000223	MT-04B3F7D6DC04	接触器	exact_current_name	主电路电磁开关结构独立，线圈电压/额定电流/电流类型作为SKU属性。	frozen	e9d7c965a3867f5984d1dde15a2d72aba68bd3a3e60d9a599766754d8f147e3a
ELEC-000224	MT-F66F2C8BA587	O形冷压端子	exact_current_name	证据中冷压端子均为OT（O形）冷压端子，按结构收窄为O形冷压端子，与管式铜接线端子形成可操作边界。	frozen	3a2e767ab1fa6a7ad8c1acdf7ac719aff360362637734405b9cb1c78afd3ab19
ELEC-000225	MT-F66F2C8BA587	O形冷压端子	exact_current_name	证据中冷压端子均为OT（O形）冷压端子，按结构收窄为O形冷压端子，与管式铜接线端子形成可操作边界。	frozen	fa143394c81e6c4403cbc13c72f1a381ff5059f88e9c11878d7abd4847a9b479
ELEC-000226	MT-F66F2C8BA587	O形冷压端子	exact_current_name	证据中冷压端子均为OT（O形）冷压端子，按结构收窄为O形冷压端子，与管式铜接线端子形成可操作边界。	frozen	ccb378cd37d8385fbb6639ada315789672497d230f8a96ffed182069af4c74a6
ELEC-000228	MT-5B286FCE2E91	插座	exact_current_name	补充输入电压、输出电压、USB输出等字段，使变压USB插座与普通USB插座可正确区分。	frozen	2fdf8413e6588363293a2677cc9584a22eb1626b353b96969f84bf58cb8c313a
ELEC-000229	MT-F45AED8CD777	开口线鼻子	exact_current_name	开口槽形/叉形接线端与闭口类端子边界明确，保留独立类型。	frozen	a90fe352b607603cedadd8dd8acd23e969ebda7a3aa2b5e2bc9d0b969b8cd99b
ELEC-000230	MT-CFBC2E137B15	浮球液位开关	exact_current_name	由液位浮球动作的结构定义清晰，线长/安装方式作为SKU属性。	frozen	12865551cfe8e24c8f55d0f75b512adf7a36f360aa0c7663aa4f3067a3639bef
ELEC-000232	MT-7D2FB42EE464	信号电缆	exact_current_name	现有名称即标准类型名称。	frozen	b0af5e309ee554b85427b1930c97927e11505bd9d20d9089932c9ed4b2f14856
ELEC-000234	MT-77F38575DBC0	电缆	exact_current_name	多芯电力电缆独立成类。	frozen	1ed44b351de8223423489121cace3b3697af37e440b0d99d798201705d1bbcd0
ELEC-000235	MT-888097D447F8	接地桩	exact_current_name	现有名称稳定，无跨类型重叠。	frozen	180afdf5efcb04172f8741e7db1a0aedd96d60c0e554dc76a5b2f72d03d3f0e9
ELEC-000236	MT-6C33E0A79B78	灯泡	exact_current_name	现有名称即标准类型名称。	frozen	bf34a7d2c895a5062b2b95f740ec44c0ff11747f222420f144364745b2c2209f
ELEC-000237	MT-77F38575DBC0	电缆	exact_current_name	多芯电力电缆独立成类。	frozen	ed2747fe40350892ee0616bf39463a33f2809f07b9029f1c7443c461702b7ee3
ELEC-000238	MT-8F3552CE85F0	电缆支架	exact_current_name	与电线架按用途和结构区分，边界清晰。	frozen	c6dbf1f3ea1c716403b7a12ab123d5b3b369d594ee545a24d675b22178cf5715
ELEC-000239	MT-77F38575DBC0	电缆	exact_current_name	多芯电力电缆独立成类。	frozen	326ab7459df3b7a186bb446e35cafcc9dc93f6ebaf22b52ea46e9046ed0968ff
ELEC-000241	MT-77F38575DBC0	电缆	exact_current_name	多芯电力电缆独立成类。	frozen	532b3e15449c8d607612ab0619d2ac462c3c8f69d70813a5380b1cd389148369
ELEC-000243	MT-444DBD3425B5	转换插头	exact_current_name	标准转换结构独立，标准/孔位/功能/额定参数作为SKU属性。	frozen	4fec7ab2b138ae7df3d7a63beb90597218592fccb3f633c4f2b373cfe0f71802
ELEC-000245	MT-F45AED8CD777	开口线鼻子	exact_current_name	开口槽形/叉形接线端与闭口类端子边界明确，保留独立类型。	frozen	17b87929709fd164af2bf037bb147a27476bb583479a7a18b81928f304a218cb
ELEC-000246	MT-F45AED8CD777	开口线鼻子	exact_current_name	开口槽形/叉形接线端与闭口类端子边界明确，保留独立类型。	frozen	363ad0a67856914731c02b16d9a4b9163591f75ffd6ea70cddbddcd5e32ddcbc
ELEC-000247	MT-87851860CEC6	电缆连接管	exact_current_name	无接线掌的电缆对接管与端接端子结构边界明确，保留。	frozen	0b6724bc12b9d48877da4d6c1ab3dd7ec23ef29320d149446322df264e755f4b
ELEC-000248	MT-87851860CEC6	电缆连接管	exact_current_name	无接线掌的电缆对接管与端接端子结构边界明确，保留。	frozen	780bdedf62df02d5e5f3aab9a3b77f5e2007ee6d4b5b429ec3a1a5009a389aa3
ELEC-000249	MT-87851860CEC6	电缆连接管	exact_current_name	无接线掌的电缆对接管与端接端子结构边界明确，保留。	frozen	81a066af66ece080fb37e90b2af01819aa2a4309c7a8d903def35f051dd8a5d4
ELEC-000250	MT-87851860CEC6	电缆连接管	exact_current_name	无接线掌的电缆对接管与端接端子结构边界明确，保留。	frozen	9d4a03fa959c491ccfac40eb0b87113fc425028c0b661e6dc00f118660ad00e0
ELEC-000251	MT-6CE0EFC00956	断路器	exact_current_name	不带漏电保护的分断保护电器，极数/额定电流作为SKU属性。	frozen	c3e8f742d2e8b8204d5ce06c9b798ca338f9094637a4c5babb4c8a2fb4ed0242
ELEC-000252	MT-448156536DBB	声光报警器	exact_current_name	名称稳定，电压和光源属性可覆盖现有SKU。	frozen	2ca7b888eb3ebf2404a058428a6f6a963333a98e719f57a441c347f973640406
ELEC-000253	MT-617625636883	电源转换器	exact_current_name	输入/输出均为直流的DC-DC变换装置，与AC-DC开关电源/适配器区分。	frozen	9f13daecaa411d7af2547d0a61136856c19eb6e27c20b61f3fb27c311e6afd12
ELEC-TIE-000001	MT-38EA50E40EC6	扎带	exact_current_name	现有名称稳定，无跨类型重叠。	frozen	0060ce6a516932a41d3fd93b66cc2fd70eed7c0851f72f7ab4de252a57991551
ELEC-TIE-000002	MT-38EA50E40EC6	扎带	exact_current_name	现有名称稳定，无跨类型重叠。	frozen	14ef10bc880a111173adb18a48758cbacc7715aa9334a6fa41fa5d7ae83114dc
ELEC-TIE-000003	MT-38EA50E40EC6	扎带	exact_current_name	现有名称稳定，无跨类型重叠。	frozen	e45d7fe650f1434d6f74ad6820b2e59d687078a4afea93e2158adfe15895bc3d
ELEC-TIE-000007	MT-38EA50E40EC6	扎带	exact_current_name	现有名称稳定，无跨类型重叠。	frozen	c3f929844e9d564f93f2a79dc8e2a58397338e18c05eff04a76f393b993ca884
ELEC-TIE-000008	MT-38EA50E40EC6	扎带	exact_current_name	现有名称稳定，无跨类型重叠。	frozen	055180f0d7e700131d878051280a233702dea05d9978c2be10446c6c204f30e6
FAST-000001	MT-0A950F7E0187	膨胀锚栓	detailed_evidence	"{""attributes"": {""caliber"": ""M14"", ""length"": ""120"", ""surface_treatment"": ""镀锌""}, ""confidence"": 0.98, ""reason"": ""SKU为膨胀锚栓，规格为M14*120，别名膨胀螺丝，符合expansion_bolt定义。""}"	frozen	b299b0e4d24bfd766508df1f4864fc96741c2c34a81b2f4b0d234e548fced216
