scope_type	source_reason	item_code	current_item_name	current_family	recommended_family	recommended_item_name	required_specs_normalized	optional_specs_normalized	stock_uom	action	confidence	reason	needs_owner_decision
in_family	current_family_is_screw	FAST-000052	螺丝	螺丝	螺丝	螺丝	规格：M20*35		个	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	FAST-000053	螺丝	螺丝	螺丝	螺丝	规格：M20*130		个	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	FAST-000055	螺丝	螺丝	螺丝	螺丝	规格：M27*100		个	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	FAST-000058	加长六角螺丝	螺丝	螺丝	螺丝	规格：M27*100；头型/驱动：六角	定制：是；特征：加长	个	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	FAST-000064	高强度螺丝	螺丝	螺丝	螺丝	规格：M30*100；强度等级：12.9	强度描述：高强度	个	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	FAST-000067	高强度螺丝	螺丝	螺丝	螺丝	规格：M30*80；强度等级：10.8	强度描述：高强度	个	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	FAST-000073	自攻螺丝	螺丝	螺丝	螺丝	规格：M4*10；类型：自攻		盒	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	FAST-000075	内六角螺栓	螺丝	螺丝	螺丝	强度等级：10.9；规格：M12*100；头型/驱动：内六角		只	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	FAST-000082	高强度全牙螺丝	螺丝	螺丝	螺丝	强度等级：12.9；规格：M30*250；螺纹形式：全牙	强度描述：高强度	套	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	FAST-000103	自攻螺丝	螺丝	螺丝	螺丝	规格：M4；类型：自攻		只	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	FAST-000104	钻尾螺丝	螺丝	螺丝	螺丝	规格：M5.5*80；类型：钻尾	包装：大盒	盒	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	FAST-000106	自攻螺丝	螺丝	螺丝	螺丝	长度：60mm；类型：自攻		盒	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	FAST-000107	钻尾螺丝	螺丝	螺丝	螺丝	长度：60mm；类型：钻尾		盒	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	FAST-000108	高强度全牙螺丝	螺丝	螺丝	螺丝	强度等级：12.9级；规格：M27*100；螺纹形式：全牙	强度描述：高强度	套	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	FAST-000115	十字螺丝	螺丝	螺丝	螺丝	头型/驱动：十字；规格：Φ5*60		套	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	METAL-000070	不锈钢螺丝	螺丝	螺丝	螺丝	规格：M5.5*32；材质：不锈钢		个	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	SPARE-000014	螺丝	螺丝	螺丝	螺丝	规格：16*50		套	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	SPARE-000015	螺丝	螺丝	螺丝	螺丝	规格：14*50		套	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	SPARE-000016	螺丝	螺丝	螺丝	螺丝	规格：8*250		套	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	SPARE-000017	螺丝	螺丝	螺丝	螺丝	规格：8*30		套	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	SPARE-000018	螺丝	螺丝	螺丝	螺丝	规格：16*30		套	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	SPARE-000019	螺丝	螺丝	螺丝	螺丝	规格：12*60		套	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	SPARE-000020	螺丝	螺丝	螺丝	螺丝	规格：12*50		套	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	SPARE-000026	鱼尾螺丝	螺丝	螺丝	螺丝	规格：M10*60；类型：鱼尾		套	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	SPARE-000027	鱼尾螺丝	螺丝	螺丝	螺丝	规格：M14*70；类型：鱼尾		套	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	SPARE-000028	鱼尾螺丝	螺丝	螺丝	螺丝	规格：M16*90；类型：鱼尾		套	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	SPARE-000029	骑马螺丝	螺丝	螺丝	螺丝	规格：14*75；类型：骑马		套	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	SPARE-000031	内六角螺丝	螺丝	螺丝	螺丝	规格：10*40；头型/驱动：内六角		套	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	SPARE-000032	内六角螺丝	螺丝	螺丝	螺丝	规格：16*50；头型/驱动：内六角		套	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	SPARE-000034	螺丝	螺丝	螺丝	螺丝	规格：M20*120		个	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	SPARE-000042	高强度螺丝	螺丝	螺丝	螺丝	强度等级：12.9级；规格：10*150	强度描述：高强度	套	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	SPARE-000045	六角螺丝	螺丝	螺丝	螺丝	规格：10*40；头型/驱动：六角		套	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	SPARE-000048	螺丝	螺丝	螺丝	螺丝	规格：14*180		套	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	SPARE-000061	六角自攻螺丝	螺丝	螺丝	螺丝	规格：6；类型：六角自攻；头型/驱动：六角		盒	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	SPARE-000065	螺丝	螺丝	螺丝	螺丝	规格：M30*100		个	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	SPARE-000068	螺丝	螺丝	螺丝	螺丝	规格：M27*120		个	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	SPARE-000071	螺丝	螺丝	螺丝	螺丝	规格：12*40		套	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	SPARE-000075	螺丝	螺丝	螺丝	螺丝	规格：M20*130		套	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	SPARE-000076	螺丝	螺丝	螺丝	螺丝	规格：M20*35		套	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	SPARE-000077	螺丝	螺丝	螺丝	螺丝	规格：M20*40		套	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	SPARE-000079	螺丝	螺丝	螺丝	螺丝	规格：22*100		个	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
in_family	current_family_is_screw	SPARE-000082	螺丝	螺丝	螺丝	螺丝	规格：16*160		个	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
boundary_sample	name_contains_screw_keyword:螺丝	PIPE-000261	管片螺丝	管片螺丝	螺丝	螺丝	用途：管片	定制：是	根	keep_screw	medium	普通螺丝/螺栓统一保留在螺丝族，头型、强度、材质等进入规格。	yes
boundary_sample	longest_match_boundary_term:膨胀螺丝	FAST-000001	膨胀螺丝	膨胀锚栓	膨胀锚栓	膨胀锚栓	规格：14*120		支	move_to_expansion_anchor	high	膨胀螺丝/膨胀钩是锚固件，长词优先于普通螺丝。	no
boundary_sample	longest_match_boundary_term:膨胀螺丝	FAST-000002	膨胀螺丝	膨胀锚栓	膨胀锚栓	膨胀锚栓	规格：10*70；类型：膨胀螺丝		个	move_to_expansion_anchor	high	膨胀螺丝/膨胀钩是锚固件，长词优先于普通螺丝。	no
boundary_sample	longest_match_boundary_term:膨胀螺丝	FAST-000004	膨胀螺丝	膨胀锚栓	膨胀锚栓	膨胀锚栓	规格：M12*80		个	move_to_expansion_anchor	high	膨胀螺丝/膨胀钩是锚固件，长词优先于普通螺丝。	no
boundary_sample	longest_match_boundary_term:膨胀螺丝	FAST-000008	膨胀螺丝	膨胀锚栓	膨胀锚栓	膨胀锚栓	规格：M20*140		个	move_to_expansion_anchor	high	膨胀螺丝/膨胀钩是锚固件，长词优先于普通螺丝。	no
boundary_sample	longest_match_boundary_term:膨胀螺丝	FAST-000009	膨胀螺丝	膨胀锚栓	膨胀锚栓	膨胀锚栓	规格：M22*140		个	move_to_expansion_anchor	high	膨胀螺丝/膨胀钩是锚固件，长词优先于普通螺丝。	no
boundary_sample	longest_match_boundary_term:膨胀螺丝	FAST-000011	膨胀螺丝	膨胀锚栓	膨胀锚栓	膨胀锚栓	规格：8*60		个	move_to_expansion_anchor	high	膨胀螺丝/膨胀钩是锚固件，长词优先于普通螺丝。	no
boundary_sample	longest_match_boundary_term:膨胀螺丝	FAST-000012	膨胀螺丝	膨胀锚栓	膨胀锚栓	膨胀锚栓	规格：6厘		个	move_to_expansion_anchor	high	膨胀螺丝/膨胀钩是锚固件，长词优先于普通螺丝。	no
boundary_sample	longest_match_boundary_term:膨胀螺丝	FAST-000014	膨胀螺丝	膨胀锚栓	膨胀锚栓	膨胀锚栓	规格：6厘		个	move_to_expansion_anchor	high	膨胀螺丝/膨胀钩是锚固件，长词优先于普通螺丝。	no
boundary_sample	longest_match_boundary_term:膨胀螺丝	FAST-000023	膨胀螺丝	膨胀锚栓	膨胀锚栓	膨胀锚栓	规格：M14*100		套	move_to_expansion_anchor	high	膨胀螺丝/膨胀钩是锚固件，长词优先于普通螺丝。	no
boundary_sample	longest_match_boundary_term:膨胀螺丝	FAST-000024	膨胀螺丝	膨胀锚栓	膨胀锚栓	膨胀锚栓	规格：M10*80		套	move_to_expansion_anchor	high	膨胀螺丝/膨胀钩是锚固件，长词优先于普通螺丝。	no
boundary_sample	longest_match_boundary_term:膨胀螺丝	FAST-000026	膨胀螺丝	膨胀锚栓	膨胀锚栓	膨胀锚栓	规格：M14*100		个	move_to_expansion_anchor	high	膨胀螺丝/膨胀钩是锚固件，长词优先于普通螺丝。	no
boundary_sample	longest_match_boundary_term:膨胀螺丝	FAST-000028	膨胀螺丝	膨胀锚栓	膨胀锚栓	膨胀锚栓	规格：M14*150		个	move_to_expansion_anchor	high	膨胀螺丝/膨胀钩是锚固件，长词优先于普通螺丝。	no
boundary_sample	longest_match_boundary_term:膨胀螺丝	FAST-000042	膨胀螺丝	膨胀锚栓	膨胀锚栓	膨胀锚栓	规格：M24*150		个	move_to_expansion_anchor	high	膨胀螺丝/膨胀钩是锚固件，长词优先于普通螺丝。	no
boundary_sample	longest_match_boundary_term:膨胀螺丝	FAST-000059	膨胀螺丝	膨胀锚栓	膨胀锚栓	膨胀锚栓	规格：M20*150		个	move_to_expansion_anchor	high	膨胀螺丝/膨胀钩是锚固件，长词优先于普通螺丝。	no
boundary_sample	longest_match_boundary_term:膨胀螺丝	FAST-000062	膨胀螺丝	膨胀锚栓	膨胀锚栓	膨胀锚栓	规格：M10*60		个	move_to_expansion_anchor	high	膨胀螺丝/膨胀钩是锚固件，长词优先于普通螺丝。	no
boundary_sample	longest_match_boundary_term:膨胀螺丝	FAST-000063	膨胀螺丝	膨胀锚栓	膨胀锚栓	膨胀锚栓	规格：M14*70		个	move_to_expansion_anchor	high	膨胀螺丝/膨胀钩是锚固件，长词优先于普通螺丝。	no
boundary_sample	longest_match_boundary_term:膨胀螺丝	FAST-000072	膨胀螺丝	膨胀锚栓	膨胀锚栓	膨胀锚栓	规格：M12*100		支	move_to_expansion_anchor	high	膨胀螺丝/膨胀钩是锚固件，长词优先于普通螺丝。	no
boundary_sample	longest_match_boundary_term:膨胀钩	FAST-000089	膨胀钩	膨胀锚栓	膨胀锚栓	膨胀锚栓	表面处理：镀锌；规格：M12*125；类型：膨胀钩		只	move_to_expansion_anchor	high	膨胀螺丝/膨胀钩是锚固件，长词优先于普通螺丝。	no
boundary_sample	longest_match_boundary_term:膨胀螺丝	FAST-000102	膨胀螺丝	膨胀锚栓	膨胀锚栓	膨胀锚栓	规格：Φ10		支	move_to_expansion_anchor	high	膨胀螺丝/膨胀钩是锚固件，长词优先于普通螺丝。	no
boundary_sample	longest_match_boundary_term:膨胀螺丝	FAST-000109	膨胀螺丝	膨胀锚栓	膨胀锚栓	膨胀锚栓	规格：Φ10*80		支	move_to_expansion_anchor	high	膨胀螺丝/膨胀钩是锚固件，长词优先于普通螺丝。	no
boundary_sample	longest_match_boundary_term:膨胀螺丝	FAST-000110	膨胀螺丝	膨胀锚栓	膨胀锚栓	膨胀锚栓	规格：Φ10*110		支	move_to_expansion_anchor	high	膨胀螺丝/膨胀钩是锚固件，长词优先于普通螺丝。	no
boundary_sample	longest_match_boundary_term:膨胀螺丝	FAST-000111	膨胀螺丝	膨胀锚栓	膨胀锚栓	膨胀锚栓	规格：Φ12*80		支	move_to_expansion_anchor	high	膨胀螺丝/膨胀钩是锚固件，长词优先于普通螺丝。	no
boundary_sample	longest_match_boundary_term:膨胀螺丝	FAST-000112	膨胀螺丝	膨胀锚栓	膨胀锚栓	膨胀锚栓	规格：Φ8*70		支	move_to_expansion_anchor	high	膨胀螺丝/膨胀钩是锚固件，长词优先于普通螺丝。	no
boundary_sample	longest_match_boundary_term:膨胀螺丝	FAST-000113	膨胀螺丝	膨胀锚栓	膨胀锚栓	膨胀锚栓	规格：Φ8*90		支	move_to_expansion_anchor	high	膨胀螺丝/膨胀钩是锚固件，长词优先于普通螺丝。	no
boundary_sample	longest_match_boundary_term:膨胀螺丝	FAST-000114	膨胀螺丝	膨胀锚栓	膨胀锚栓	膨胀锚栓	规格：Φ12*110		支	move_to_expansion_anchor	high	膨胀螺丝/膨胀钩是锚固件，长词优先于普通螺丝。	no
boundary_sample	longest_match_boundary_term:膨胀钩	FAST-000120	镀锌膨胀钩	膨胀锚栓	膨胀锚栓	膨胀锚栓	表面处理：镀锌；规格：M16*130		只	move_to_expansion_anchor	high	膨胀螺丝/膨胀钩是锚固件，长词优先于普通螺丝。	no
boundary_sample	longest_match_boundary_term:膨胀钩	SPARE-000073	膨胀钩	膨胀锚栓	膨胀锚栓	膨胀锚栓	规格：10厘		个	move_to_expansion_anchor	high	膨胀螺丝/膨胀钩是锚固件，长词优先于普通螺丝。	no
boundary_sample	name_contains_screw_keyword:螺母	FAST-000019	螺母	螺母	螺母	螺母	规格：M20		个	move_to_nut	high	螺母独立成族，不归普通螺丝。	no
